periodo;atrasomax6;Malo;NivelRiesgo;ClienteNuevo;ML_Score;VZ_score_3t;NS_scoret;SI_Scoret;Score_Alt;Nos_Fintech
202257;0;0;Bajo;0;849;645;590;735;515;463
202220;21;0;Bajo;0;637;358;521;310;824;509
202214;0;0;Medio;0;484;394;324;467;401;241
202406;0;1;Alto;0;798;475;547;536;691;529
202437;4;0;Bajo;0;778;523;611;552;464;399
202381;134;0;Medio;0;808;529;710;696;682;621
202491;0;0;Medio;0;448;610;680;516;587;308
202389;9;0;Alto;0;589;473;549;809;655;437
202347;0;1;Alto;0;1000;428;572;940;446;588
202242;0;1;Muy Alto;0;574;460;505;602;614;548
202201;0;1;Alto;0;567;606;641;807;345;361
202304;21;1;Muy Alto;0;320;492;463;657;671;455
202455;74;1;Alto;1;565;645;629;741;520;522
202409;0;0;Alto;0;822;875;596;542;578;473
202418;0;0;Muy Bajo;1;513;554;199;520;547;304
202278;0;0;Alto;0;588;407;426;650;633;640
202251;0;1;Alto;0;554;634;549;557;498;555
202488;70;1;Alto;0;622;596;533;704;554;557
202300;0;1;Muy Alto;0;713;471;648;397;412;290
202412;30;0;Medio;0;530;539;662;527;462;416
202437;0;1;Alto;0;814;668;770;500;620;526
202495;0;0;Alto;0;502;562;544;624;655;470
202357;0;0;Muy Bajo;0;609;425;673;690;574;350
202498;0;0;Alto;0;552;477;554;693;646;532
202214;0;1;Muy Alto;0;852;638;423;362;814;463
202316;104;0;Alto;1;468;516;756;640;735;498
202339;23;0;Bajo;0;541;681;456;619;518;402
202275;87;1;Medio;0;812;696;439;566;537;488
202224;0;0;Medio;0;608;548;636;753;629;565
202377;0;0;Medio;0;334;418;787;647;609;539
202255;72;0;Alto;1;223;395;572;761;739;463
202413;2;0;Medio;0;839;605;626;607;793;646
202363;0;0;Alto;1;762;762;602;487;489;608
202500;0;0;Medio;1;498;312;322;700;523;576
202364;0;0;Medio;0;515;683;637;668;586;642
202289;0;1;Medio;0;572;456;646;679;630;512
202215;50;1;Medio;1;511;588;515;720;690;397
202322;20;1;Muy Alto;0;480;471;555;656;327;572
202378;0;0;Bajo;1;557;592;506;505;494;486
202469;0;1;Medio;1;741;422;511;686;387;372
202305;39;1;Alto;0;763;712;657;645;778;423
202359;0;0;Bajo;0;710;631;631;992;565;542
202205;0;0;Bajo;0;309;711;638;776;757;472
202341;55;0;Bajo;0;737;459;670;618;406;511
202369;11;0;Muy Bajo;0;698;522;435;817;247;303
202217;0;0;Alto;0;457;571;777;429;451;458
202232;0;0;Medio;0;391;576;679;364;237;460
202205;0;0;Alto;1;900;720;723;755;171;588
202337;0;0;Bajo;0;810;594;584;654;727;504
202307;0;1;Muy Alto;0;471;520;411;682;809;557
202362;0;0;Medio;0;598;736;538;833;555;436
202457;0;0;Muy Bajo;0;548;475;482;618;530;340
202368;0;1;Medio;0;547;370;561;733;477;312
202488;12;0;Bajo;0;553;580;422;466;545;595
202445;0;1;Alto;0;486;421;466;787;555;518
202313;25;1;Medio;0;605;381;634;666;472;383
202378;0;0;Medio;0;728;497;612;630;755;406
202390;0;0;Alto;1;990;669;602;552;807;488
202211;0;0;Medio;0;494;512;611;749;619;302
202223;0;0;Bajo;1;601;628;728;359;562;431
202319;0;0;Medio;0;591;825;304;742;792;523
202482;0;0;Bajo;0;216;563;695;575;574;455
202269;0;1;Alto;0;573;500;645;445;693;308
202334;0;1;Alto;0;609;570;528;808;716;500
202453;0;0;Medio;1;580;720;752;746;677;492
202251;0;0;Bajo;1;336;559;572;708;550;409
202243;18;0;Medio;0;768;419;701;460;795;385
202341;37;0;Bajo;1;560;471;406;314;743;639
202225;19;0;Muy Bajo;0;477;664;491;639;608;551
202470;0;1;Alto;1;607;428;402;569;733;567
202304;2;1;Medio;0;400;565;502;637;630;569
202495;32;0;Muy Bajo;0;436;514;580;538;650;351
202353;0;0;Bajo;0;923;573;799;409;683;643
202361;73;0;Medio;0;696;689;535;685;560;424
202483;47;0;Medio;1;582;633;831;552;559;509
202245;45;0;Muy Bajo;0;537;425;484;610;769;599
202487;88;1;Medio;0;778;519;422;802;460;704
202366;18;0;Muy Alto;0;484;589;849;722;576;565
202407;6;0;Alto;0;580;594;699;681;711;464
202308;16;1;Muy Alto;0;674;605;731;751;616;628
202265;0;0;Medio;0;647;572;679;534;819;562
202467;0;0;Medio;0;267;585;588;503;499;501
202385;0;1;Alto;0;880;579;230;721;479;525
202424;32;0;Medio;0;457;532;812;561;300;511
202353;0;0;Medio;1;742;603;827;624;751;624
202489;0;0;Medio;1;516;584;772;550;477;476
202485;0;0;Bajo;1;438;451;826;809;788;421
202386;0;0;Muy Bajo;0;880;679;614;403;476;372
202426;0;1;Alto;0;801;607;618;551;429;516
202400;28;0;Bajo;0;659;631;602;591;709;405
202211;0;1;Medio;0;466;424;569;517;680;389
202477;0;1;Muy Alto;0;522;803;593;633;336;496
202203;0;0;Bajo;0;508;516;412;789;725;256
202478;14;0;Alto;0;518;520;729;809;672;470
202262;0;0;Medio;0;481;439;412;504;715;482
202205;0;0;Muy Bajo;1;582;589;177;864;530;478
202209;0;0;Bajo;0;818;328;618;670;575;479
202258;64;1;Alto;0;499;538;501;568;706;453
202480;0;0;Muy Bajo;0;489;423;687;583;593;496
202438;86;1;Medio;0;770;656;601;678;511;519
202327;0;0;Muy Bajo;0;603;653;766;589;529;401
202437;56;0;Bajo;0;783;560;658;570;597;350
202419;0;1;Alto;0;874;640;464;561;470;446
202378;0;1;Muy Alto;1;574;507;616;337;579;327
202349;83;0;Bajo;0;584;730;651;660;915;354
202238;0;1;Alto;0;731;408;461;480;668;555
202318;25;0;Medio;0;435;488;313;844;614;629
202297;0;0;Alto;0;947;510;563;827;338;430
202217;0;0;Medio;1;442;547;368;560;594;569
202479;0;0;Muy Bajo;0;391;559;506;630;615;453
202354;0;0;Medio;1;750;541;778;512;692;442
202294;0;1;Alto;0;591;414;709;320;493;424
202375;0;1;Muy Alto;0;588;324;937;482;783;555
202229;0;0;Bajo;1;489;396;274;378;596;428
202234;0;1;Alto;1;436;491;614;429;567;582
202210;0;0;Bajo;1;586;669;500;409;651;370
202476;0;0;Bajo;0;456;645;676;442;661;354
202490;0;1;Medio;0;730;624;760;552;655;461
202301;0;0;Medio;0;335;416;389;675;805;455
202341;0;1;Muy Alto;0;544;501;596;696;800;379
202287;0;1;Alto;0;722;321;722;704;781;483
202328;0;0;Alto;0;322;618;565;780;523;533
202406;0;1;Muy Alto;0;408;605;557;700;349;474
202289;102;0;Muy Alto;1;477;498;722;666;465;412
202282;3;1;Alto;0;780;563;502;792;446;490
202412;49;0;Bajo;0;446;526;546;684;457;316
202319;0;1;Muy Alto;0;600;695;360;635;745;468
202336;0;1;Medio;0;432;286;545;808;414;486
202461;18;0;Medio;0;591;467;665;513;593;590
202476;0;0;Alto;1;591;503;528;559;830;649
202408;27;0;Muy Bajo;0;431;634;537;518;610;423
202443;0;0;Medio;0;624;632;523;743;515;329
202300;0;0;Bajo;0;632;635;781;563;534;570
202315;0;0;Medio;0;569;828;490;401;534;496
202216;3;1;Alto;0;822;559;791;832;533;369
202204;0;0;Muy Bajo;0;461;678;477;529;412;380
202466;0;0;Muy Bajo;0;672;743;481;705;673;519
202248;68;1;Bajo;1;416;614;535;758;791;489
202423;3;0;Bajo;0;628;577;480;696;639;802
202404;0;0;Bajo;1;556;798;502;529;591;337
202220;0;1;Medio;0;726;490;713;335;611;437
202488;0;1;Alto;0;772;570;734;606;665;288
202394;0;1;Muy Alto;0;901;605;788;734;745;742
202211;0;0;Bajo;1;399;426;703;678;530;516
202220;0;0;Muy Bajo;0;481;588;383;687;512;386
202479;0;0;Alto;1;336;613;518;719;448;579
202235;17;1;Medio;1;696;625;572;593;646;498
202466;24;1;Medio;1;804;378;489;683;623;492
202432;13;1;Muy Alto;0;333;518;518;618;475;250
202238;0;0;Medio;1;370;420;649;434;475;469
202283;0;1;Muy Alto;0;807;731;600;489;553;634
202232;87;1;Muy Alto;1;849;332;701;577;580;458
202254;19;0;Medio;0;676;484;527;692;469;499
202425;19;0;Bajo;1;501;482;665;672;616;507
202307;0;0;Bajo;1;329;619;707;740;596;554
202225;0;1;Muy Alto;1;342;485;335;532;685;357
202245;0;1;Medio;0;414;707;741;402;869;649
202318;0;1;Alto;0;405;540;625;631;617;501
202494;0;1;Muy Alto;0;568;532;677;472;522;492
202325;0;0;Bajo;0;297;492;423;503;589;613
202236;0;1;Medio;0;741;478;533;753;513;607
202367;26;0;Bajo;0;521;468;691;738;573;337
202469;0;0;Medio;0;656;606;488;586;537;222
202394;0;0;Medio;0;725;364;687;741;461;466
202324;11;0;Medio;0;550;644;663;498;665;488
202471;0;0;Alto;0;866;684;514;433;552;600
202258;0;1;Muy Alto;0;500;526;435;296;389;370
202259;0;1;Muy Alto;1;624;694;508;634;526;541
202417;0;0;Muy Bajo;1;809;499;755;639;667;422
202269;0;0;Bajo;0;581;540;544;312;556;518
202444;90;0;Medio;0;668;458;473;543;620;687
202303;0;0;Bajo;0;374;786;436;446;421;574
202205;33;0;Muy Bajo;1;677;590;526;691;619;573
202499;0;0;Medio;0;282;422;507;807;573;416
202464;144;0;Medio;0;589;715;869;589;783;428
202441;0;0;Bajo;0;644;807;760;689;829;539
202422;0;0;Bajo;0;274;622;849;294;741;492
202429;27;1;Muy Alto;0;700;579;535;597;637;634
202232;0;1;Muy Alto;0;631;633;660;768;532;647
202224;0;0;Bajo;0;388;692;771;778;518;479
202387;0;1;Alto;0;463;689;881;453;611;426
202328;6;1;Alto;0;637;522;569;661;658;419
202312;27;1;Alto;0;805;447;480;499;639;727
202494;0;0;Bajo;1;687;721;521;588;575;555
202349;42;1;Alto;0;690;331;619;502;497;379
202351;106;1;Alto;1;499;418;448;577;605;441
202374;4;0;Muy Bajo;0;522;448;782;797;693;435
202397;0;0;Bajo;0;519;654;561;599;613;421
202455;131;0;Muy Bajo;0;751;644;544;765;596;537
202368;0;0;Bajo;0;682;536;597;576;591;530
202282;0;0;Bajo;0;379;528;529;515;622;523
202270;0;1;Medio;0;594;381;385;391;412;532
202213;0;1;Muy Alto;1;497;533;630;631;635;509
202319;38;0;Bajo;0;374;460;583;663;415;418
202412;0;1;Alto;0;232;483;545;607;551;516
202302;0;1;Alto;1;669;560;634;811;588;612
202477;0;0;Alto;0;590;405;734;805;692;590
202396;0;1;Muy Alto;0;748;657;719;571;725;517
202277;0;1;Alto;0;485;541;536;212;612;445
202405;0;0;Bajo;0;476;702;643;601;532;701
202429;0;0;Muy Alto;0;625;738;790;309;716;482
202389;0;0;Bajo;0;544;573;891;686;266;470
202299;11;0;Medio;0;705;464;683;755;565;482
202418;0;0;Muy Bajo;0;681;617;652;572;452;547
202394;0;1;Bajo;1;743;467;571;761;610;534
202243;0;0;Medio;0;414;800;758;515;600;683
202324;0;0;Muy Alto;0;907;556;585;502;647;533
202220;0;0;Medio;0;386;450;738;333;638;431
202368;0;0;Bajo;0;650;674;594;618;730;404
202246;0;0;Muy Alto;0;567;275;491;652;671;384
202423;20;1;Muy Alto;0;671;576;283;640;649;454
202279;9;1;Medio;0;533;561;322;706;589;623
202370;19;0;Bajo;0;487;494;760;485;598;508
202446;0;0;Bajo;0;782;598;459;627;728;415
202471;7;0;Medio;0;937;468;682;577;389;422
202299;0;1;Muy Alto;0;673;390;527;671;636;760
202341;28;0;Muy Bajo;0;511;434;434;632;280;463
202309;0;0;Muy Alto;0;534;558;530;503;422;639
202337;42;1;Alto;0;618;507;546;643;487;541
202321;0;1;Alto;1;710;613;595;597;807;375
202299;0;0;Alto;1;661;519;564;764;888;596
202266;0;1;Bajo;0;668;486;573;789;441;346
202344;24;0;Muy Alto;0;781;476;649;773;662;429
202310;0;0;Bajo;0;544;480;511;416;648;426
202330;0;0;Medio;0;475;624;557;608;464;570
202457;0;1;Alto;0;769;646;504;736;581;411
202410;6;0;Bajo;1;809;621;550;673;683;704
202446;0;1;Muy Alto;0;722;664;783;465;549;670
202354;0;0;Medio;1;462;390;541;573;619;605
202333;0;1;Medio;0;633;566;647;581;485;365
202221;0;1;Muy Alto;0;541;397;752;606;427;647
202235;12;0;Bajo;1;552;439;742;661;469;357
202424;0;0;Muy Alto;0;654;723;441;812;364;322
202324;0;1;Medio;0;631;722;519;635;687;446
202440;43;0;Bajo;0;903;317;413;669;563;571
202500;0;0;Bajo;1;633;430;527;834;647;606
202204;0;1;Medio;1;706;681;644;882;711;661
202323;11;0;Bajo;0;453;704;473;672;545;686
202242;0;0;Bajo;0;604;466;388;496;514;314
202369;19;0;Muy Bajo;0;861;514;622;713;561;735
202480;0;1;Medio;0;549;586;859;669;574;474
202425;0;1;Alto;0;771;499;718;614;584;401
202385;0;0;Medio;1;479;490;726;491;579;635
202211;0;1;Muy Alto;0;596;489;253;520;511;519
202373;76;0;Muy Alto;1;538;665;698;930;594;542
202296;27;0;Muy Alto;0;598;602;513;790;497;519
202478;0;1;Alto;0;710;414;523;494;640;453
202339;0;1;Muy Alto;0;672;533;617;499;432;402
202366;0;0;Medio;0;632;681;692;631;766;489
202387;0;0;Bajo;0;654;425;629;704;762;547
202286;5;1;Muy Alto;1;598;735;513;852;577;601
202431;0;1;Muy Alto;1;794;658;706;534;438;631
202338;0;0;Bajo;0;563;614;563;553;627;266
202219;0;0;Alto;0;593;523;673;415;550;571
202356;0;0;Bajo;0;639;613;733;799;619;469
202295;163;0;Alto;0;652;484;369;810;567;352
202217;0;1;Alto;1;563;634;850;441;382;527
202480;0;1;Muy Alto;0;645;676;514;469;706;430
202461;0;1;Medio;1;555;909;570;712;603;431
202360;0;0;Muy Bajo;0;548;631;631;686;826;517
202281;29;0;Medio;0;672;784;464;606;546;639
202385;0;0;Medio;1;710;780;664;547;450;732
202413;23;0;Medio;0;680;593;501;747;726;531
202367;0;0;Medio;0;679;647;273;581;533;423
202406;0;0;Medio;1;622;439;682;862;519;467
202461;0;0;Medio;0;653;585;488;617;762;613
202474;0;0;Medio;0;545;606;635;538;535;658
202436;17;0;Medio;0;469;539;565;523;318;555
202443;28;0;Bajo;0;809;555;603;583;380;368
202420;0;0;Medio;0;879;600;459;618;612;502
202270;85;0;Medio;1;606;612;797;459;664;240
202413;13;1;Alto;0;575;628;244;445;538;705
202487;27;0;Bajo;1;816;500;771;469;559;469
202426;1;0;Medio;0;722;435;615;535;404;374
202469;26;0;Muy Alto;0;713;518;702;660;399;436
202479;130;1;Muy Alto;0;1000;558;449;535;664;386
202449;30;1;Muy Alto;0;485;425;729;696;617;393
202396;0;0;Medio;0;461;656;873;519;495;427
202230;0;0;Bajo;0;758;701;668;811;603;697
202331;0;0;Alto;0;387;491;410;436;619;608
202212;0;1;Alto;0;354;547;710;448;704;481
202216;18;0;Medio;0;922;443;561;687;468;532
202317;0;0;Alto;0;654;588;542;664;507;479
202349;0;1;Alto;0;537;570;626;373;569;484
202309;0;0;Bajo;0;460;405;583;457;456;351
202436;0;1;Medio;0;630;532;423;859;857;537
202205;0;0;Bajo;0;421;513;645;693;420;456
202380;0;1;Muy Alto;1;528;604;487;574;726;566
202201;0;0;Bajo;1;827;553;314;752;701;383
202208;7;0;Bajo;0;600;645;509;771;724;588
202344;17;1;Alto;1;624;520;703;950;916;439
202343;0;0;Alto;0;476;640;501;529;587;589
202475;139;0;Medio;1;509;517;603;573;583;599
202353;0;1;Medio;0;845;582;574;714;599;613
202487;0;0;Medio;0;779;423;744;399;701;534
202330;0;0;Medio;1;587;617;802;534;617;751
202321;0;0;Bajo;1;264;345;540;702;648;684
202259;83;1;Alto;0;637;632;717;480;448;629
202417;5;0;Medio;0;631;540;687;725;486;461
202231;0;0;Medio;0;664;540;965;663;650;389
202444;3;0;Medio;0;493;589;785;567;630;601
202340;1;1;Alto;0;670;453;566;466;462;396
202413;36;1;Medio;1;374;564;594;534;312;507
202229;0;1;Alto;0;577;560;618;672;562;507
202364;24;0;Medio;1;825;663;483;601;792;380
202304;43;1;Muy Alto;0;582;267;590;712;349;764
202263;23;0;Bajo;1;457;412;537;446;587;511
202215;0;0;Muy Alto;1;792;579;375;735;658;647
202486;7;0;Medio;0;481;355;608;454;575;544
202379;26;0;Medio;1;548;474;669;713;750;498
202211;79;1;Medio;0;922;555;465;696;499;441
202213;0;0;Medio;0;483;755;732;668;643;567
202415;0;0;Medio;0;389;474;456;737;511;623
202426;16;0;Bajo;0;721;386;613;796;361;442
202263;0;0;Bajo;0;716;596;566;496;492;473
202455;0;1;Muy Alto;0;632;436;463;578;489;501
202330;36;1;Medio;0;592;653;652;414;395;482
202463;0;0;Bajo;1;592;522;831;611;567;388
202371;0;0;Bajo;0;914;594;564;471;574;514
202390;27;0;Alto;0;480;658;490;726;532;428
202484;0;1;Muy Alto;0;566;552;642;874;344;564
202225;0;0;Muy Alto;1;636;396;240;766;646;577
202360;0;0;Bajo;1;514;535;497;638;417;523
202417;0;0;Medio;0;647;548;832;565;421;551
202376;0;0;Medio;0;684;583;531;494;413;472
202421;0;0;Bajo;0;651;609;551;536;417;526
202480;0;1;Alto;1;844;527;580;566;361;510
202281;0;0;Bajo;0;486;445;611;529;582;314
202325;40;0;Medio;0;476;685;943;465;625;334
202370;84;0;Bajo;0;660;201;612;505;559;578
202270;0;0;Medio;0;674;499;635;498;390;669
202278;0;1;Alto;1;622;536;713;737;565;472
202290;0;0;Alto;0;807;358;316;687;591;467
202311;2;0;Medio;0;419;313;673;382;606;552
202364;0;0;Medio;1;762;449;631;715;554;418
202328;33;0;Bajo;0;611;389;865;619;537;463
202355;23;1;Muy Bajo;0;955;530;321;864;443;635
202394;0;1;Medio;0;432;567;756;545;937;460
202373;19;1;Alto;0;567;611;207;360;636;730
202500;0;0;Medio;1;488;626;640;603;519;528
202221;84;0;Bajo;1;456;575;501;627;517;472
202309;0;1;Muy Alto;1;695;671;627;683;493;345
202329;136;0;Medio;1;626;671;797;995;687;342
202480;0;0;Bajo;0;520;402;612;463;645;619
202227;9;0;Medio;1;495;638;631;717;692;547
202292;23;0;Bajo;0;957;347;722;527;865;531
202495;22;0;Bajo;0;351;589;542;682;479;458
202255;14;1;Muy Alto;1;462;572;645;396;656;673
202396;0;1;Medio;0;503;584;559;782;1000;416
202421;0;0;Bajo;1;677;637;709;824;507;349
202356;0;0;Bajo;1;470;364;427;500;459;629
202301;9;0;Medio;0;954;627;493;611;567;516
202436;0;0;Muy Bajo;0;620;445;515;945;616;519
202485;0;1;Muy Alto;1;721;510;546;829;606;373
202269;0;0;Muy Alto;0;443;516;460;687;395;613
202467;10;0;Bajo;0;888;491;651;789;696;405
202338;0;0;Medio;0;447;461;744;738;769;473
202448;10;0;Muy Alto;1;649;559;803;706;699;525
202303;29;1;Muy Alto;1;661;505;739;461;325;443
202308;0;0;Bajo;0;352;452;596;462;472;517
202400;0;0;Medio;0;551;402;493;630;481;519
202415;0;0;Bajo;1;454;583;660;506;358;565
202355;0;0;Muy Bajo;1;778;722;322;696;539;590
202287;15;0;Bajo;1;684;737;835;752;628;408
202409;19;0;Medio;1;607;507;649;444;568;436
202378;0;1;Medio;0;613;317;523;808;832;627
202274;0;0;Medio;0;829;555;547;388;581;664
202458;0;0;Bajo;0;472;541;718;530;380;498
202473;0;1;Alto;1;749;494;505;346;451;546
202224;0;0;Medio;0;637;662;648;583;488;653
202271;0;1;Muy Alto;0;724;668;886;540;486;417
202283;0;0;Medio;0;720;763;339;693;673;466
202492;60;0;Bajo;0;522;405;439;436;725;621
202210;0;1;Muy Alto;1;672;321;687;701;625;546
202243;18;0;Medio;0;438;646;526;522;403;450
202251;37;0;Medio;0;437;535;612;864;582;545
202407;0;1;Muy Alto;0;647;481;386;729;759;543
202307;0;0;Medio;0;447;477;585;806;594;599
202459;78;0;Bajo;0;560;452;909;578;545;639
202394;0;0;Medio;0;449;442;481;624;518;375
202435;0;0;Muy Bajo;0;703;173;557;812;598;424
202363;0;0;Muy Bajo;0;576;634;583;511;671;569
202269;0;0;Medio;0;411;520;581;831;553;541
202492;125;0;Muy Bajo;1;577;549;486;723;537;550
202457;27;0;Medio;1;627;528;565;819;674;453
202385;0;0;Medio;0;593;532;696;800;656;486
202455;0;0;Medio;0;726;456;491;556;429;477
202316;0;0;Bajo;0;773;604;654;428;820;426
202214;0;1;Alto;0;672;507;700;512;580;430
202415;0;1;Bajo;0;1000;587;574;540;621;539
202293;80;1;Medio;0;609;552;433;516;384;601
202434;0;0;Medio;1;877;311;602;783;658;603
202380;42;0;Medio;1;629;561;565;473;711;470
202254;0;0;Alto;1;349;572;332;562;539;499
202230;3;1;Alto;1;857;598;384;323;600;312
202212;76;0;Muy Bajo;1;93;513;580;619;650;652
202311;0;1;Alto;1;413;655;308;644;728;471
202312;0;1;Medio;0;918;457;342;631;669;395
202369;0;0;Medio;0;520;540;931;518;573;662
202304;0;0;Bajo;0;666;561;500;527;506;478
202211;23;0;Muy Bajo;0;511;514;746;680;761;651
202472;0;1;Medio;1;577;542;746;607;690;744
202214;0;0;Bajo;0;651;327;617;702;590;537
202375;4;0;Bajo;0;442;562;307;571;808;686
202358;33;0;Medio;1;741;542;663;717;648;602
202310;0;0;Bajo;0;767;701;530;746;590;622
202352;0;0;Bajo;0;626;571;797;808;613;409
202434;0;0;Muy Bajo;0;733;656;417;806;688;533
202341;52;0;Medio;0;496;398;654;638;550;596
202319;0;0;Medio;0;481;426;392;642;558;453
202209;0;1;Alto;0;667;606;680;484;391;665
202377;0;0;Muy Bajo;0;731;565;650;440;834;568
202249;0;0;Muy Bajo;0;646;590;361;733;574;683
202498;0;0;Bajo;1;659;609;440;683;504;486
202349;0;0;Medio;0;541;313;658;326;807;376
202357;10;0;Medio;1;558;530;575;511;555;636
202292;0;0;Medio;0;615;579;397;471;731;287
202352;0;1;Alto;0;571;521;586;683;752;608
202370;16;1;Alto;0;453;663;339;807;518;464
202284;0;0;Medio;1;790;523;420;671;558;428
202248;0;0;Medio;0;791;623;641;700;668;512
202417;26;0;Muy Bajo;0;703;730;529;419;604;432
202277;0;1;Muy Alto;0;708;412;700;620;712;626
202243;11;0;Alto;0;375;519;386;425;804;652
202464;0;1;Muy Alto;0;715;463;657;702;574;534
202263;15;1;Muy Alto;0;831;629;548;365;678;497
202445;0;1;Alto;1;504;459;466;771;788;444
202320;5;1;Medio;0;688;534;589;302;786;382
202462;0;0;Bajo;0;435;521;666;386;783;288
202450;0;0;Medio;0;848;700;703;573;787;692
202252;0;0;Medio;0;694;482;628;833;382;563
202477;0;0;Muy Bajo;1;681;355;810;768;408;617
202342;0;0;Medio;1;730;785;747;627;583;448
202451;0;0;Alto;1;494;443;732;796;729;452
202425;7;1;Muy Alto;1;582;454;654;673;398;518
202353;78;0;Bajo;1;637;643;459;622;729;590
202256;54;1;Alto;0;570;603;502;660;463;468
202209;106;1;Muy Alto;0;588;467;540;755;499;400
202441;0;0;Muy Alto;0;543;590;622;607;615;359
202364;27;0;Muy Bajo;0;379;566;755;606;582;497
202333;0;0;Medio;1;274;670;579;630;723;302
202281;0;1;Muy Alto;0;369;381;413;733;519;459
202335;0;1;Muy Alto;0;688;586;608;552;648;448
202334;0;0;Medio;1;846;617;410;419;723;561
202252;0;0;Alto;1;483;525;573;643;610;406
202402;0;1;Muy Alto;0;638;323;505;556;673;339
202398;0;1;Alto;0;509;632;417;466;639;720
202306;0;0;Medio;1;754;566;463;699;623;558
202444;65;0;Muy Bajo;1;854;346;614;445;518;264
202433;0;0;Medio;0;724;678;750;346;525;515
202214;4;1;Muy Alto;1;567;611;547;766;642;473
202425;0;0;Alto;1;503;671;517;531;553;565
202411;0;1;Muy Alto;0;519;597;498;771;342;479
202401;10;1;Alto;0;626;526;601;625;642;541
202365;0;0;Medio;1;531;427;633;505;797;571
202249;29;0;Medio;1;633;543;591;593;714;363
202333;0;1;Bajo;0;500;520;387;732;760;596
202270;0;0;Bajo;0;475;623;375;496;736;670
202319;0;0;Bajo;1;535;730;705;527;839;503
202339;7;0;Bajo;1;650;553;477;556;572;504
202443;0;1;Bajo;0;967;401;757;655;610;649
202381;0;0;Medio;1;646;393;486;509;640;481
202383;0;0;Bajo;0;494;513;289;648;662;271
202250;29;0;Alto;1;628;718;514;482;524;511
202381;0;1;Muy Alto;1;354;569;553;501;571;600
202325;9;0;Medio;0;710;227;443;622;517;419
202431;14;0;Muy Bajo;0;546;465;500;767;431;606
202203;9;0;Bajo;0;608;663;235;694;652;296
202373;78;1;Muy Alto;1;521;506;559;625;772;433
202281;1;1;Muy Alto;0;776;472;479;583;594;300
202475;0;0;Alto;0;678;611;610;737;647;285
202419;24;0;Bajo;1;517;418;579;540;531;524
202340;0;0;Muy Bajo;0;631;442;381;542;629;491
202263;0;0;Muy Bajo;1;678;591;574;546;680;490
202227;0;0;Bajo;0;578;444;461;708;705;570
202396;0;1;Alto;1;770;393;755;626;776;425
202352;0;1;Alto;0;524;719;685;753;654;309
202452;0;1;Alto;0;572;451;728;500;690;489
202448;0;1;Alto;1;546;540;325;841;778;357
202354;89;0;Bajo;0;474;676;624;500;604;701
202410;0;1;Alto;0;313;527;722;684;617;458
202222;0;0;Medio;0;667;168;658;682;669;550
202270;0;0;Muy Bajo;0;697;471;795;469;491;584
202219;0;0;Bajo;0;660;876;735;550;426;453
202301;3;0;Medio;0;451;373;329;676;539;303
202362;35;0;Alto;0;572;397;406;518;526;576
202339;0;0;Bajo;1;864;694;601;391;520;436
202288;0;1;Medio;1;565;582;545;700;752;562
202237;6;1;Muy Alto;0;740;537;625;840;464;375
202371;24;0;Bajo;0;405;509;451;771;475;325
202460;0;0;Bajo;1;671;560;423;726;696;529
202471;25;1;Medio;0;577;451;470;408;802;283
202455;18;0;Muy Bajo;0;694;721;718;642;587;474
202340;0;0;Muy Bajo;1;447;633;581;578;424;470
202268;0;1;Alto;0;546;613;506;690;483;560
202268;0;0;Bajo;0;810;535;638;921;695;625
202369;0;0;Medio;0;386;731;700;778;578;657
202305;15;0;Medio;1;542;674;627;677;444;441
202258;0;1;Muy Bajo;1;646;704;673;605;591;558
202387;0;0;Bajo;0;560;300;263;594;722;560
202256;0;0;Bajo;0;767;600;679;690;580;463
202204;0;1;Alto;1;262;393;597;645;675;655
202485;66;0;Alto;0;693;615;499;547;594;350
202217;2;1;Alto;1;845;525;548;512;795;329
202437;0;1;Bajo;0;676;326;572;737;683;505
202450;8;0;Medio;1;740;581;686;626;683;463
202224;0;0;Bajo;0;612;314;622;526;520;417
202500;0;0;Bajo;0;805;535;464;696;695;546
202316;0;1;Muy Alto;1;711;247;728;885;869;389
202438;0;0;Muy Bajo;0;577;614;627;585;595;581
202369;159;1;Alto;0;404;565;911;541;700;519
202488;0;0;Muy Bajo;1;974;529;480;605;508;602
202441;89;0;Medio;0;662;614;599;473;537;663
202498;0;0;Alto;1;261;620;677;739;566;490
202490;70;0;Alto;1;540;626;678;716;621;489
202451;0;0;Medio;1;373;363;401;599;811;428
202365;86;0;Bajo;0;774;577;473;449;609;651
202341;0;1;Medio;1;523;319;727;558;355;555
202320;0;1;Medio;1;315;415;353;507;620;327
202361;4;0;Bajo;0;555;421;688;740;403;455
202305;17;1;Muy Alto;0;868;520;603;567;483;441
202292;0;0;Medio;0;809;700;550;537;375;474
202404;0;1;Medio;1;693;464;400;629;692;651
202240;25;0;Medio;1;429;580;496;854;584;399
202254;6;1;Medio;0;651;635;543;544;692;471
202289;0;0;Bajo;1;632;614;337;415;709;459
202335;0;0;Alto;1;750;634;618;715;564;599
202202;44;0;Medio;0;731;679;473;554;535;652
202297;7;1;Muy Bajo;0;984;583;628;542;730;704
202256;55;1;Medio;0;416;537;794;623;778;555
202324;0;0;Alto;0;574;436;700;484;646;582
202385;23;0;Alto;0;511;486;469;641;450;366
202325;48;0;Bajo;1;585;426;328;587;706;386
202464;0;0;Bajo;0;729;556;690;591;443;655
